"Model","Item ID","Item Label","Inventory","Correct Runs","Incorrect Runs","DNF Runs","Completed Runs","Distinct Response Classes","Inconsistent Series","Issue Series","Majority Outcome"
"Claude Opus 4.6","FCI-15","FCI Q15","FCI",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","FCI-16","FCI Q16","FCI",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","FCI-17","FCI Q17","FCI",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","FCI-18","FCI Q18","FCI",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","FCI-19","FCI Q19","FCI",0,5,0,5,1,"no","yes","Completed wrong"
"Claude Opus 4.6","FCI-20","FCI Q20","FCI",0,5,0,5,2,"yes","yes","Completed wrong"
"Claude Opus 4.6","FCI-21","FCI Q21","FCI",0,5,0,5,1,"no","yes","Completed wrong"
"Claude Opus 4.6","FCI-22","FCI Q22","FCI",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","FCI-23","FCI Q23","FCI",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","FCI-24","FCI Q24","FCI",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","FCI-25","FCI Q25","FCI",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","FCI-26","FCI Q26","FCI",3,2,0,5,2,"yes","yes","Correct"
"Claude Opus 4.6","FCI-27","FCI Q27","FCI",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","FCI-28","FCI Q28","FCI",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","FCI-29","FCI Q29","FCI",4,1,0,5,2,"yes","yes","Correct"
"Claude Opus 4.6","FCI-30","FCI Q30","FCI",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-01","BEMA Q1","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-02","BEMA Q2","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-03","BEMA Q3","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-04","BEMA Q4","BEMA",3,2,0,5,2,"yes","yes","Correct"
"Claude Opus 4.6","BEMA-05","BEMA Q5","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-06","BEMA Q6","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-07","BEMA Q7","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-08","BEMA Q8","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-09","BEMA Q9","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-10","BEMA Q10","BEMA",0,5,0,5,2,"yes","yes","Completed wrong"
"Claude Opus 4.6","BEMA-11","BEMA Q11","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-12","BEMA Q12","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-13","BEMA Q13","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-14","BEMA Q14","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-15","BEMA Q15","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-16","BEMA Q16","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-17","BEMA Q17","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-18","BEMA Q18","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-19","BEMA Q19","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-20","BEMA Q20","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-21","BEMA Q21","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-22","BEMA Q22","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-23","BEMA Q23","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-24","BEMA Q24","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-25","BEMA Q25","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-26","BEMA Q26","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-27","BEMA Q27","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-28","BEMA Q28","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-29","BEMA Q29","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-30","BEMA Q30","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","BEMA-31","BEMA Q31","BEMA",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-01","TCE Q1","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-02","TCE Q2","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-03","TCE Q3","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-04","TCE Q4","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-05","TCE Q5","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-06","TCE Q6","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-07","TCE Q7","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-08","TCE Q8","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-09","TCE Q9","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-10","TCE Q10","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-11","TCE Q11","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-12","TCE Q12","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-13","TCE Q13","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-14","TCE Q14","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-15","TCE Q15","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-16","TCE Q16","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-17","TCE Q17","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-18","TCE Q18","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-19","TCE Q19","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-20","TCE Q20","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-21","TCE Q21","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-22","TCE Q22","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-23","TCE Q23","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-24","TCE Q24","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-25","TCE Q25","TCE",5,0,0,5,1,"no","no","Correct"
"Claude Opus 4.6","TCE-26","TCE Q26","TCE",5,0,0,5,1,"no","no","Correct"
