Model,Data Stage,Item ID,Run,Coder 1 AC,Coder 2 AC,Coder 1 RC,Coder 2 RC,Coder 1 Rep,Coder 2 Rep,Coder 1 Rep-LM,Coder 2 Rep-LM,Coder 1 AD,Coder 2 AD,Coder 1 CB,Coder 2 CB,Coder 1 SRF,Coder 2 SRF,Coder 1 SRF-sub,Coder 2 SRF-sub,Coder 1 CI,Coder 2 CI,Coder 1 AT,Coder 2 AT,Coder 1 CQ,Coder 2 CQ,Coder 1 EVAL,Coder 2 EVAL
Claude Opus 4.6,isomorphic variant,V-018,1,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-018,2,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-018,3,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-018,4,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-018,5,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-019,1,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-019,2,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-019,3,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-019,4,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-019,5,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-020,1,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-020,2,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-020,3,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-020,4,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-020,5,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-021,1,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-021,2,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-021,3,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-021,4,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-021,5,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-022,1,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-022,2,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-022,3,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-022,4,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-022,5,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-023,1,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-023,2,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-023,3,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-023,4,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-023,5,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-024,1,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-024,2,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-024,3,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-024,4,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-024,5,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-025,1,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-025,2,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-025,3,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-025,4,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Claude Opus 4.6,isomorphic variant,V-025,5,AC-1,AC-1,RC-1,RC-1,Rep-4,Rep-4,0,0,AD-3,AD-3,CB-4,CB-4,SRF-3,SRF-3,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-01,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-01,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-01,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-01,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-01,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-02,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-02,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-02,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-02,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-02,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-03,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-03,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-03,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-03,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-03,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-04,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-04,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-04,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-04,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-04,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-05,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-05,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-05,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-05,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-05,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-06,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-06,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-06,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-06,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-06,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-07,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-07,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-07,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-07,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-07,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-08,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-08,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-08,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-08,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-08,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-09,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-09,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-09,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-09,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-09,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-10,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-10,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-10,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-10,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-10,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-11,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-11,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-11,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-11,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-11,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-12,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-12,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-12,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-12,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-12,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-13,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-13,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-13,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-13,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-13,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-14,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-14,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-14,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-14,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-14,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-15,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-15,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-15,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-15,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-15,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-16,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-16,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-16,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-16,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-16,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-17,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-17,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-17,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-17,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-17,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-18,1,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-18,2,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-18,3,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-18,4,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
Gemini 3.1 Pro Preview,main item,BEMA-18,5,AC-1,AC-1,RC-1,RC-1,Rep-1,Rep-1,0,0,AD-3,AD-3,CB-4,CB-4,SRF-1,SRF-1,,,,,,,,,,
