Model,Data Stage,Item ID,Original Item ID,Inventory,Run,Response Class,Completion Status,Reasoning Source,Has Figure,Number of Figures,Confidence Raw,Confidence Normalized,AC,RC,Rep,Rep-LM,AD,CB,SRF,SRF-sub,CI,AT,CQ,EVAL,ML
Claude Opus 4.6,main item,TCE-17,,TCE,4,class_1,completed,visible output,false,0,97,0.97,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-17,,TCE,5,class_1,completed,visible output,false,0,97,0.97,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-18,,TCE,1,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-18,,TCE,2,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-18,,TCE,3,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-18,,TCE,4,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-18,,TCE,5,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-19,,TCE,1,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-19,,TCE,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-19,,TCE,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-19,,TCE,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-19,,TCE,5,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-20,,TCE,1,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-20,,TCE,2,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-20,,TCE,3,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-20,,TCE,4,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-20,,TCE,5,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-21,,TCE,1,class_2,completed,visible output,false,0,8,0.8,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-21,,TCE,2,class_2,completed,visible output,false,0,8,0.8,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-21,,TCE,3,class_2,completed,visible output,false,0,8,0.8,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-21,,TCE,4,class_2,completed,visible output,false,0,8,0.8,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-21,,TCE,5,class_2,completed,visible output,false,0,8,0.8,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-22,,TCE,1,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-22,,TCE,2,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-22,,TCE,3,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-22,,TCE,4,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-22,,TCE,5,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-23,,TCE,1,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-23,,TCE,2,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-23,,TCE,3,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-23,,TCE,4,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-23,,TCE,5,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-24,,TCE,1,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-24,,TCE,2,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-24,,TCE,3,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-24,,TCE,4,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-24,,TCE,5,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-25,,TCE,1,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-25,,TCE,2,class_1,completed,visible output,false,0,97,0.97,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-25,,TCE,3,class_1,completed,visible output,false,0,97,0.97,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-25,,TCE,4,class_1,completed,visible output,false,0,95,0.95,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-25,,TCE,5,class_1,completed,visible output,false,0,97,0.97,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-26,,TCE,1,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-26,,TCE,2,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-26,,TCE,3,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-26,,TCE,4,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Claude Opus 4.6,main item,TCE-26,,TCE,5,class_1,completed,visible output,false,0,8,0.8,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-01,,FCI,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-01,,FCI,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-01,,FCI,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-01,,FCI,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-01,,FCI,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-02,,FCI,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-02,,FCI,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-02,,FCI,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-02,,FCI,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-02,,FCI,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-03,,FCI,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-03,,FCI,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-03,,FCI,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-03,,FCI,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-03,,FCI,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-04,,FCI,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-04,,FCI,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-04,,FCI,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-04,,FCI,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-04,,FCI,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-05,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-05,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-05,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-05,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-05,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-06,,FCI,1,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-06,,FCI,2,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-06,,FCI,3,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-06,,FCI,4,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-06,,FCI,5,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-07,,FCI,1,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-07,,FCI,2,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-07,,FCI,3,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-07,,FCI,4,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-07,,FCI,5,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-08,,FCI,1,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-08,,FCI,2,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-08,,FCI,3,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-08,,FCI,4,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-08,,FCI,5,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-09,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-09,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-09,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-09,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-09,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-10,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-10,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-10,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-10,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-10,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-11,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-11,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-11,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-11,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-11,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-12,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-12,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-12,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-12,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-12,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-13,,FCI,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-13,,FCI,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-13,,FCI,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-13,,FCI,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-13,,FCI,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-14,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-14,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-14,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-14,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-14,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-15,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-15,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-15,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-15,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-15,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-16,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-16,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-16,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-16,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-16,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-17,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-17,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-17,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-17,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-17,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-18,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-18,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-18,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-18,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-18,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-19,,FCI,1,class_1,completed,visible output,true,1,9,0.9,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-19,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-19,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-19,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-19,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-20,,FCI,1,class_3,completed,visible output,true,1,10,1,AC-2,RC-2,Rep-3,0,AD-3,CB-4,SRF-2,V,,,,,
Gemini 3.1 Pro Preview,main item,FCI-20,,FCI,2,class_3,completed,visible output,true,1,10,1,AC-2,RC-2,Rep-3,0,AD-3,CB-4,SRF-2,V,,,,,
Gemini 3.1 Pro Preview,main item,FCI-20,,FCI,3,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-20,,FCI,4,class_2,completed,visible output,true,1,10,1,AC-2,RC-2,Rep-2,0,AD-3,CB-4,SRF-2,V,,,,,
Gemini 3.1 Pro Preview,main item,FCI-20,,FCI,5,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-21,,FCI,1,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-21,,FCI,2,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-21,,FCI,3,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-21,,FCI,4,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-21,,FCI,5,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Gemini 3.1 Pro Preview,main item,FCI-22,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
